name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,allergen,allergen_milk,allergen_nuts,allergen_soybeans,allergen_gluten,allergen_eggs,calculated_nutriscore,health_class
Chocolate negro 99% cacao - Hacendado - 100 g,chocolates,14.52,8.0,1.0,29.935,16.0,0.19,"Allergens: Eggs, Milk, Soybeans",1,0,1,0,1,1,Beneficial
Ferrero rocher - 300 g,chocolates,8.2,44.4,39.9,14.1,0.0,0.153,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Oreo O's Cereal - 350g,chocolates,7.9,81.0,27.0,0.8,3.9,0.56,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Oreo chocolate - Unknown - 57 g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Milk Caramel Sea Salt Chocolate - Tony's Chocolonely - 180 g,chocolates,6.9,54.0,51.0,19.0,9.592805687203793,0.69,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Cola Cao El Original - ColaCao - 383 g,chocolates,3.4,9.6,9.1,1.1,0.5,0.12,Allergens: Gluten,0,0,0,1,0,2,Neutral
Raffaello kokos mandelcreme - Ferrero - 90 g,chocolates,8.1,46.5,46.3,27.9,9.592805687203793,0.325,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Chocolate Chip Oat Biscuit Breaks - Nairn’s - 160 g,chocolates,14.52,3.0,4.0,29.935,20.232014218009482,2.62,"Allergens: Gluten, Soybeans",0,0,1,1,0,1,Beneficial
Lindt Excellence Dark Orange Intense - 100 g,chocolates,7.0,51.0,46.0,17.0,9.592805687203793,0.08,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Poulain Grand Arôme intense 70% de cacao - 380 g,chocolates,4.2,7.5,6.7,1.2,1.6,0.11,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Mints - Hatherwood - 200g,chocolates,3.5,70.0,63.1,10.0,4.5,2.62,"Allergens: Milk, Soybeans, Milk",1,0,1,0,0,3,Harmful
Confetteria Raffaello - Ferrero - 230g,chocolates,7.4,38.6,33.6,29.5,9.592805687203793,0.28,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Nestlé - 490 g,chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Cocoa Powder - Belbake - 250g,chocolates,14.52,10.0,0.9,13.9,20.232014218009482,0.03,Allergens: None,0,0,0,0,0,1,Beneficial
Intense Dark Chocolate 85% Cocoa Solids - Marks & Spencer - 100 g e,chocolates,10.1,24.6,15.9,29.935,12.0,0.25,Allergens: None,0,0,0,0,0,2,Neutral
Chocolate negro 0% azúcares añadidos 85% cacao - Hacendado - 100 g,chocolates,11.0,22.0,1.0,29.935,13.0,0.0,Allergens: None,0,0,0,0,0,1,Beneficial
100% cacao puro natural - Valor - 250 g,chocolates,14.52,17.0,1.0,6.9,20.232014218009482,0.05,Allergens: None,0,0,0,0,0,1,Beneficial
itri choco - Excelo - 32 g,chocolates,7.0,70.0,35.0,0.0,0.0,2.0,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Bonne Maman Hazelnut Chocolate Spread - 360g,chocolates,6.7,53.0,51.0,5.2,3.3,0.1,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
M&M's Cacahuètes - Pack familial - 550 g,chocolates,9.8,59.0,53.0,11.0,9.592805687203793,0.11,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,2,Neutral
Original - ColaCao - 760 g,chocolates,6.6,78.0,70.0,1.6,7.8,0.1,"Allergens: Gluten, Nuts",0,1,0,1,0,2,Neutral
Hazelnut Butter Dark Chocolate - Hu - 60 g,chocolates,9.4,33.0,26.0,22.0,9.3,0.1,Allergens: Nuts,0,1,0,0,0,2,Neutral
Raspberry Intense Dark Chocolate - Lindt - 100 g e,chocolates,6.1,52.0,47.0,0.11,7.0,0.088,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Schokobons - Kinder - 200g,chocolates,8.3,52.5,52.2,21.2,0.0,0.28,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Aiguebelle Mini Chocolate,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Excellence Extra Fondant Lait - Lindt - 100g,chocolates,6.4,51.0,50.0,23.0,0.0,0.28,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Bono - Excelo,chocolates,10.0,53.68,35.5,15.27,0.0,0.14,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
"Barres de céréales pour le petit-déjeuner Chocolate⁴ - Nestlé - 141 g (6 x 23,5 g)",chocolates,7.7,66.0,17.0,2.9,7.3,0.33,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"Delacre - Delichoc Milk Chocolate Cookies, 150g (5.3oz)",chocolates,5.2,72.2,47.9,9.9,0.0,0.31,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Breaksta - Tiffany - 13g,chocolates,7.69,61.5,46.2,0.0,2.31,0.135,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolate Extrafino 80% NOIR 0% azúcares añadidos - trapa - 80g,chocolates,10.0,26.0,1.1,27.0,9.592805687203793,0.06,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Pâte à tartiner aux noisettes - Mejora,chocolates,3.0,62.0,61.0,6.5,9.592805687203793,0.28,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Poulain - 250 g,chocolates,3.77,10.9,10.7,1.14,10.5,0.11,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Double Trouble Chocolate Cookies - Wicked Kitchen - 300 g,chocolates,5.8,63.2,31.1,11.9,3.1,0.5,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Protein drink Chocolate - Zott - 250ml,chocolates,14.52,51.0,52.0,10.0,2.0,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Lion cereal with caramel and chocolate - Nestlé - 400 g,chocolates,8.1,73.1,24.0,0.1,7.0,0.48,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Ugandan dark chocolate - Sainsburys - 100g,chocolates,9.0,20.5,10.5,2.0,10.5,0.0,"Allergens: Gluten, Milk",1,0,0,1,0,1,Beneficial
Dairy Milk - Cadbury,chocolates,7.5,55.0,55.0,17.5,2.0,0.001,Allergens: Milk,1,0,0,0,0,3,Harmful
72% cacao noir - Carrefour - 80 g,chocolates,8.5,33.0,29.0,28.0,11.0,0.01,Allergens: None,0,0,0,0,0,2,Neutral
Amande Chocolat - Bjorg - 1 L,chocolates,0.8,9.2,7.2,0.4,0.7,0.078,Allergens: Nuts,0,1,0,0,0,3,Harmful
Peanut - M&M's - 45 g,chocolates,9.8,59.0,53.0,11.0,9.592805687203793,0.11,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,2,Neutral
Captain Rondo Cacao - Lidl - 500 g,chocolates,6.3,66.0,30.0,10.0,3.8,0.33,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Nutella B-ready - Ferrero - 220 g,chocolates,7.2,60.7,47.1,9.5,0.0,0.559,"Allergens: Gluten, Milk, Nuts, Soybeans, Milk",1,1,1,1,0,3,Harmful
Sandwich Zero Sin Azúcares Añadidos - Gullón - 250 g,chocolates,6.7,67.0,5.0,2.0,5.3,0.6,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",1,0,1,1,0,2,Neutral
Quaker cruesli chocolat 900g - 900 g,chocolates,8.1,57.0,16.0,4.9,10.0,0.48,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Crunchy Nut Bars with Peanuts & Chocolate - Eat Natural - 3 x 45g,chocolates,14.52,32.4,18.7,9.11,7.33,0.778,"Allergens: Peanuts, Soybeans",0,1,1,0,0,2,Neutral
naturya organic cacao powder - Canopy - 250 g,chocolates,14.52,42.0,78.0,15.0,20.232014218009482,2.62,"Allergens: Peanuts, Soybeans",0,1,1,0,0,2,Neutral
L'original Lait - Côte d’or - 200 g,chocolates,7.4,57.0,55.0,17.0,3.7,0.23,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Cioccolato - Mulino Bianco - 230 g,chocolates,9.0,59.0,29.0,3.6,9.0,0.315,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Madagascan Dark Chocolate - Extra Special,chocolates,14.52,10.0,8.0,13.0,1.0,2.62,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Hazelnut Based Chocolate Spread - Alter Eco - 270 g,chocolates,6.9,52.0,51.0,6.9,4.2,0.11,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Black Forest cherry dark chocolate - Montezuma's - 90g,chocolates,9.0,37.0,31.0,24.0,9.0,0.3,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Prince -  Goût Lait -  Choco Au Blé Compet - LU - 300 g,chocolates,6.0,70.0,34.0,6.1,3.2,0.52,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Schokolade 100% Cacao - Lindt Excellence - 50g,chocolates,13.0,11.0,0.5,29.935,0.0,0.05,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
Nesquik - 500 g,chocolates,5.1,78.0,74.7,0.0,7.7,0.45,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Bournville Dark Chocolate bar - Cadbury - 180 g,chocolates,4.1,60.0,58.0,17.0,5.5,0.01,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Chocolate Orange Milk - Terry's - 157 g,chocolates,5.8,59.0,59.0,17.0,2.4,0.27,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Lindt Excellence Extra Creamy Milk - 100 g,chocolates,6.5,51.0,50.0,23.0,9.592805687203793,0.275,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x - Trek - 3x50g,chocolates,14.52,44.0,28.0,10.0,3.9,0.71,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Coco Pops - Kellogg's,chocolates,6.3,84.0,17.0,0.9,3.8,0.64,Allergens: Gluten,0,0,0,1,0,2,Neutral
"Bounty 2x - Mars - 2 x 28,5 g",chocolates,3.4,54.4,46.4,12.0,3.8,0.14,"Allergens: Milk, Soybeans, cs:mléka",1,0,1,0,0,3,Harmful
Bournville Cocoa - Cadbury - 250g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Soybeans, cs:mléka",1,0,1,0,0,2,Neutral
"Ronditas 32% Chocolate - Gullón - 186 g (5 x 37,2 g)",chocolates,7.1,64.5,0.0,0.4,3.87,0.524,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Ferrero Rocher - 100g,chocolates,14.52,19.0,14.0,17.0,20.232014218009482,2.62,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,1,Beneficial
Nutella - Ferrero - 750g,chocolates,6.3,57.5,56.3,10.9,9.592805687203793,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Noir 70 % - Biocoop - 100 g,chocolates,7.9,33.0,29.0,27.0,13.0,0.1,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
"Carré lait-noisette - Sondey - 10 Stück, 250 g",chocolates,8.2,53.0,33.9,22.7,3.4,0.31,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Biscuit chocolat noir - Gerblé - 150 g,chocolates,7.6,62.0,34.0,11.0,4.3,0.52,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Milk Chocolate Rice Cakes imp - Kallo - 90g,chocolates,7.0,63.0,27.0,14.0,3.5,0.0,Allergens: Milk,1,0,0,0,0,2,Neutral
Nutella - Ferrero - 630g,chocolates,2.0,11.0,20.0,29.935,9.592805687203793,2.0,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
chocolat - leka cream - 350g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Ugandan dark chocolate - Asda,chocolates,10.0,23.0,2.1,0.4,2.1,0.01,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,1,Beneficial
chocolat noir aux pépites - Carlotti - 100 g,chocolates,7.7,35.0,30.0,25.0,12.4,0.02,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Cola Cao Original,chocolates,3.4,9.6,9.1,1.1,0.5,0.12,Allergens: Gluten,0,0,0,1,0,2,Neutral
Brunch bar choc chip - Cadbury - 5 Bars,chocolates,6.1,65.0,27.0,8.3,4.7,0.53,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocapic - Nestlé - 645 g,chocolates,8.9,73.6,22.4,1.3,7.7,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
colacao 0 % - 325 g,chocolates,3.7,7.1,4.8,0.4,1.2,0.13,"Allergens: Gluten, Nuts",0,1,0,1,0,2,Neutral
Protein Peanut & Chocolate Bars - Nature Valley - 40 g,chocolates,14.52,27.5,17.2,7.4,11.0,0.925,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,1,Beneficial
Mini delice amandes - Aiguebelle,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,2,Neutral
Nutella bicuits - 41.4 g,chocolates,7.9,64.0,35.8,11.5,9.592805687203793,0.559,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Special Flakes Dark Chocolate - Crownfield - 425 g,chocolates,8.5,74.3,13.7,2.9,8.4,0.45,"Allergens: Gluten, Milk, Nuts, Peanuts",1,1,0,1,0,2,Neutral
Crunchy Oats & Dark Chocolate - Nature Valley - 5x84g,chocolates,8.81,61.4,26.9,3.33,6.9,0.631,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Milka - 100 g,chocolates,4.6,56.0,53.0,19.0,1.0,0.33,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,4,Harmful
54% cocoa dark milk chocolate bar - Marks & Spencer - 100 g,chocolates,9.0,42.2,36.4,9.728,6.2,0.049,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Mikado - LU - 100g,chocolates,7.7,67.0,34.0,11.0,2.8,0.85,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Excellence - Noir - Sésame grillé - Lindt & Sprüngli - 100 g,chocolates,6.8,50.0,45.0,17.0,9.592805687203793,0.09,"Allergens: Milk, Sesame seeds, Soybeans",1,0,1,0,0,2,Neutral
Extra Granola Cioccolato E Nocciole - Kellogg's - 375 g,chocolates,8.0,55.0,21.0,10.0,7.0,0.68,"Allergens: Gluten, Milk, Nuts, Soybeans, es:avena",1,1,1,1,0,2,Neutral
Muesli de quinoa y chocolate - Carrefour BIO - 375 g,chocolates,9.1,67.0,16.0,4.4,6.8,0.08,"Allergens: Gluten, es:avena",0,0,0,1,0,2,Neutral
Tortitas de maiz 54% chocolate negro - Hacendado - 130 g,chocolates,6.0,64.0,33.0,0.8,3.5,0.43,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Rebuenas - Hacendado - 500 g,chocolates,6.4,65.0,34.0,7.7,4.9,0.32,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",1,0,0,1,0,3,Harmful
BREAKSTA Tiffany - wafer sandwich - 26g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",1,0,0,1,0,2,Neutral
Dark Chocolate - Schogetten - 18 pieces - 100 g / 3.5 oz,chocolates,6.4,50.0,47.0,19.0,9.592805687203793,0.01,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Chocolate Protein - Fa!rlife - 11.5 fl oz,chocolates,14.52,4.0,0.0,0.0,1.0,0.575,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Cashew Butter + Pure Vanilla Bean Dark Chocolate - Hu - 60g,chocolates,9.1,38.0,27.0,23.0,8.1,0.208,Allergens: Nuts,0,1,0,0,0,2,Neutral
Muesli Bars Chocolate no added sugar - Crownfield - 25 gram,chocolates,7.6,68.0,1.5,2.5,6.2,0.26,"Allergens: Gluten, Milk, Peanuts, Soybeans",1,1,1,1,0,2,Neutral
Tunnock's  Caramel Wafer Biscuits imp - Thomas Tunnock LTD - 8 x 30g,chocolates,3.67,70.0,33.3,12.7,2.33,0.75,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Nutella biscuits - Ferrero - 193.2g,chocolates,7.97,63.8,35.5,11.6,0.0,0.558,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
COCO pops - Kellogg's - 550 g,chocolates,6.3,84.0,17.0,0.9,3.8,0.65,Allergens: Gluten,0,0,0,1,0,2,Neutral
NESTLE DESSERT Lait - 170 g,chocolates,6.8,53.6,51.4,20.1,3.6,0.13,Allergens: Milk,1,0,0,0,0,3,Harmful
Single Estate Venezuelan Dark clChocolate - Sainsbury's taste the difference - 100 g,chocolates,8.0,34.5,27.4,1.5,8.8,0.08,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Lindt excellence mint intense - Lindt & Sprüngli - 100g,chocolates,6.0,52.0,47.0,19.0,0.0,0.1,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
tko M Broken Hazelnuts - MILKA - 100g,chocolates,7.19,52.1,50.9,17.4,2.99,0.001,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Crunchy Nut Granola Hazelnut & Chocolate - Kellogg's - 380 g,chocolates,8.0,55.6,21.1,10.0,7.11,1.67,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Negro 85% - Hacendado - 200 g,chocolates,12.0,22.0,15.0,28.0,15.0,0.0,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,1,Beneficial
Suchard - 550 g,chocolates,10.0,24.0,14.0,29.935,13.0,0.13,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Breaktime - Tiffany - 13g,chocolates,7.69,61.5,46.2,0.0,2.31,1.73,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Special K Granola con avena Dark chocolate - Kellogg's - 320 g,chocolates,9.3,65.0,13.0,4.0,9.5,0.01,"Allergens: Gluten, Milk, Soybeans, es:avena",1,0,1,1,0,1,Beneficial
Chocolate Biscuits - Choco Leibniz,chocolates,7.5,60.7,39.3,16.1,3.21,0.635,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Mousse au chocolat 🍫 à l'ancienne - Marie Morin - 200 g,chocolates,8.3,25.0,20.0,15.0,9.592805687203793,0.31,"Allergens: Eggs, Milk",1,0,0,0,1,2,Neutral
"Galleta recubierta de chocolate con leche (68,2%) - KitKat - 41 g",chocolates,6.7,60.5,43.5,14.9,2.5,0.15,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Choc Shot - Sweet Freedom - 320g,chocolates,0.0,8.0,5.0,29.935,20.232014218009482,2.62,Allergens: Apple,0,0,0,0,0,3,Harmful
Digestive Chocolate - Hacendado,chocolates,6.0,63.0,23.0,6.0,3.6,1.378,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Orange Intense Chocolate - Lindt & Sprüngli - 100g,chocolates,7.0,51.0,46.0,17.0,9.592805687203793,0.09,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Green & Blacks Smooth Mint - 90g,chocolates,5.7,51.0,47.0,20.0,6.7,0.01,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Protein Pudding Chocolate - Arla - 200 g,chocolates,10.0,6.6,4.4,0.9,9.592805687203793,0.188,Allergens: Milk,1,0,0,0,0,1,Beneficial
Chocca chocolate spread - Meridian - 240g,chocolates,14.52,26.0,14.0,12.0,5.6,0.02,"Allergens: Nuts, Peanuts",0,1,0,0,0,1,Beneficial
Natural Unsweetened Cocoa - Hershey's - 226 g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Nuts, Peanuts",0,1,0,0,0,2,Neutral
Cocoa Oat Protein Flapjack Chocolate Flavour Topped - Trek - 50 g,chocolates,14.52,44.0,28.0,10.0,4.0,0.71,Allergens: Soybeans,0,0,1,0,0,2,Neutral
"Chocolate - Kinder - 100 g (8 x 12,5 g)",chocolates,8.7,53.5,53.3,22.6,9.592805687203793,0.313,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Ben&Jerry's Chocolate Fudge Brownie 465ml - 408 g,chocolates,3.7,25.0,23.0,6.8,1.74,0.2,"Allergens: Eggs, Gluten, Milk, Soybeans, de:lait, de:œufs",1,0,1,1,1,3,Harmful
Chocolate 95% - Trapa - 80 g,chocolates,11.0,12.0,6.3,29.935,0.0,0.08,"Allergens: Eggs, Gluten, Milk, Soybeans, de:lait, de:œufs",1,0,1,1,1,2,Neutral
STARBUCKS Signature chocolat 70% 300g - Signature chocolate - 300 g,chocolates,14.52,38.6,28.6,7.0,12.3,0.23,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Choco Duo - Mister Choc - 750g,chocolates,2.1,59.1,58.7,8.0,9.592805687203793,0.128,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
NESQUIK Poudre Cacaotée boîte 500g - Nestlé - 500 g,chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
BelVita Chocolate Chips - Belcita - 225g,chocolates,7.7,65.0,26.0,3.6,6.9,0.59,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Dark chocolate nuts & sea salt - KIND - 40g,chocolates,14.52,19.0,8.25,6.5,11.0,1.16,"Allergens: Milk, Nuts, Peanuts, Soybeans",1,1,1,0,0,1,Beneficial
Tableta chocolate negro 85% - Carrefour BIO - 100 g,chocolates,9.1,20.0,15.0,29.935,12.0,0.01,Allergens: None,0,0,0,0,0,2,Neutral
6111265980212,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,Allergens: None,0,0,0,0,0,2,Neutral
PiCK UP ! Choco x6 - TET - 168 g,chocolates,6.9,61.0,35.0,15.0,2.8,0.196,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans",1,1,1,1,1,3,Harmful
Galettes de riz bio - Sondey - 100 g,chocolates,7.0,59.0,27.0,15.0,9.592805687203793,0.29,"Allergens: Sesame seeds, Soybeans",0,0,1,0,0,2,Neutral
Fairtrade Instant Hot Chocolate - Clipper - 350 g,chocolates,12.4,72.3,70.2,2.1,0.0,0.9,Allergens: Milk,1,0,0,0,0,3,Harmful
Muesli Crunchy Chocolate - Hacendado - 500 g,chocolates,8.4,61.0,24.0,2.0,6.0,0.43,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Organic Chocolate Stars - Freee - 300 g,chocolates,6.6,82.0,24.0,2.5,3.5,0.29,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
CARAMEL - Lindt - 100g,chocolates,5.4,56.0,52.0,17.0,9.592805687203793,0.392,Allergens: Milk,1,0,0,0,0,3,Harmful
Noir 85% - Biocoop - 100 g,chocolates,9.4,19.0,14.0,29.935,19.0,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Pâte à tartiner noisettes cacao - Lucien georgelin - 600 g,chocolates,8.3,55.0,53.0,5.0,9.592805687203793,0.12,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Nicaragua grand cru waslala 75% - Ethiquable - 100 g,chocolates,9.5,32.0,24.0,27.0,9.7,0.0,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Chocolat instantané Façon Bistrot - Van Houten - 425 g,chocolates,7.8,65.0,62.0,3.7,10.8,0.5,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Choco tablet con chocolate negro - Gullon,chocolates,1.0,2.0,78.0,11.0,20.232014218009482,2.62,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Extra Dark 85% Cocoa - Fin Carré - 100 g,chocolates,14.52,30.0,39.0,9.0,9.592805687203793,2.62,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Melly - Be,chocolates,4.28,40.01,22.45,17.73,1.77,0.17,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
6111259345782,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
chocolate negro - carlotti - 72% cacao 100g,chocolates,14.52,11.0,8.0,2.0,20.232014218009482,2.62,"Allergens: Milk, Soybeans",1,0,1,0,0,1,Beneficial
Chocolat Noir Amande et Écorces d'Orange - lidl jd gross - 125g,chocolates,6.0,45.3,41.4,22.0,6.7,0.01,"Allergens: Nuts, Soybeans",0,1,1,0,0,3,Harmful
Galettes de Maïs - Bjorg - 100 g,chocolates,6.6,65.0,30.0,13.0,2.1,0.11,Allergens: Milk,1,0,0,0,0,3,Harmful
Country Crisp chocolat au lait - Jordans - 550 g,chocolates,8.9,65.7,24.6,4.1,5.1,0.05,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Gaufres de Liège - Lotus - 362.6 g,chocolates,5.2,54.0,30.0,12.0,1.8,0.12,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Milka Choco Mini Stars - 150g,chocolates,7.1,63.0,35.0,11.0,2.0,0.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Choco Wafer - Milka - 180 g,chocolates,6.7,56.0,43.0,18.0,2.8,0.28,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
ColaCao Turbo Instant Cocoa Drink - ColaCaoIdilia Foods - 400 g,chocolates,5.5,82.0,75.0,1.5,9.592805687203793,0.3,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Barquillos de choco - Gullón,chocolates,4.4,68.0,0.5,13.0,3.4,0.15,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
céréales Chocapic - Nestlé - 30 g,chocolates,8.8,73.6,22.4,2.0,7.5,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Petit écolier tendre coeur au lait - Kraft Foods - 120 g,chocolates,6.3,61.0,43.0,15.0,2.0,0.35,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
"Candy'Up Goût Chocolat🍫 - Candia - 1,2 L (6*20 cl)",chocolates,6.4,10.0,9.7,1.2,1.2,0.18,Allergens: Milk,1,0,0,0,0,2,Neutral
Maltesers cashier - 175g,chocolates,8.24,61.8,52.6,14.9,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
