name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,allergen,allergen_milk,allergen_nuts,allergen_soybeans,allergen_gluten,allergen_eggs,calculated_nutriscore,health_class
Lindt Excellence 90% - Lindt & sprüngli (nordic) - 100 g,chocolates,10.0,14.0,7.0,29.935,14.0,0.03,,0,0,0,0,0,1,Beneficial
Ferrero - 350 g,chocolates,6.3,57.5,56.3,10.6,0.0,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Hazelnut Spread with Cocoa - Ferrero - 200 g,chocolates,6.3,57.5,56.3,10.6,9.592805687203793,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Compound Chocolate with MILK AND ALMONDS - Maruja - 150 g,chocolates,7.2,53.0,50.0,25.0,9.592805687203793,0.275,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Organic 70% Dark Chocolate Bar - Green & Black's - 90g,chocolates,9.1,36.0,29.0,25.0,10.0,0.01,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Pâte à tartiner noisettes et cacao - Bonne Maman - 360 g,chocolates,6.7,53.0,51.0,5.2,3.3,0.1,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Intense Dark Organic Chocolate - Green & Black's - 90g,chocolates,10.0,24.0,14.0,29.935,13.0,0.13,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Extra dark chocolate 74% cacao - Fin Carré - 100 g ℮,chocolates,9.9,32.0,26.0,26.0,9.592805687203793,0.02,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Poulain grand arôme - 450 g,chocolates,7.1,63.0,61.0,7.74,1.0,0.245,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Excellence 70% Cocoa Intense Dark - Lindt - 100 g,chocolates,9.5,34.0,30.0,24.0,9.592805687203793,0.1,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Excellence 85% Cacao Rich Dark - Lindt - 100 g,chocolates,12.5,22.0,14.0,27.0,9.592805687203793,0.02,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Dark Chocolate 70% - J.D. Gross - 125g,chocolates,8.8,32.0,27.2,24.8,12.0,0.08,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Лешниково-какаов крем - Ferrero - 750 g,chocolates,6.3,57.5,56.3,10.6,3.0,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Nutella,chocolates,6.3,57.5,56.3,10.6,9.592805687203793,0.11,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Nestlé Dessert,chocolates,6.0,50.7,46.4,20.2,7.3,0.01,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Ferrero - 600 g,chocolates,6.3,57.5,56.3,10.6,3.0,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
High Protein Chocolate Flavour Pudding - Milbona - 200 gram,chocolates,10.0,5.2,4.0,1.0,9.592805687203793,0.3,"Allergens: Milk, pt:isento-de-gluten",1,0,0,1,0,1,Beneficial
Bio Chocolat Noir Cacao 70% - Fairglobe - 100 g,chocolates,8.5,35.3,28.0,25.0,11.1,0.01,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Doux 70% noir subtil - Lindt - 100g,chocolates,7.0,33.0,29.0,29.0,9.592805687203793,0.025,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Nesquik - Nestlé - 390 g,chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Chocolat Noir 92% cacao - Dark Excellente - 100 g,chocolates,14.52,14.0,10.0,29.935,9.592805687203793,0.0,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,1,Beneficial
"2 Bars Milk and Hazelnuts - Kinder - 43 g (2 x 21,5 g)",chocolates,8.6,49.5,41.2,17.3,2.0,0.272,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Ecuador dark chocolate - Tesco finest - 100g,chocolates,7.0,35.0,28.0,27.0,11.0,0.1,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Nesquik Cocoa - Nestlé - 300,chocolates,5.1,78.0,75.0,1.6,7.7,0.44,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Nutri+ avoine chocolat - Bjorg - 130 g,chocolates,8.2,61.0,17.0,3.2,7.6,0.61,"Allergens: Eggs, Gluten",0,0,0,1,1,2,Neutral
Milk chocolate (35%) with soft nougat (16%) and caramel centre (27%) with fresh roasted peanuts (22%) - Snickers - 50 g,chocolates,8.6,60.5,51.8,7.9,4.3,0.629,"Allergens: Eggs, Milk, Peanuts, Soybeans",1,1,1,0,1,3,Harmful
Toffifee 15er - Storck - 125 g,chocolates,4.8,47.1,39.0,10.2,9.592805687203793,0.212,"Allergens: Milk, Nuts, Peanuts, Soybeans, Milk, Milk, Milk, Milk, Milk",1,1,1,0,0,2,Neutral
"Gerblé - Sugar Free Cocoa Chip Cookie, 130g (4.6oz) - 130 g",chocolates,8.0,61.0,0.0,3.3,8.9,0.21,"Allergens: Gluten, Soybeans",0,0,1,1,0,1,Beneficial
Dark milk chocolate - Tesco - 100g,chocolates,9.9,36.2,33.6,27.8,5.6,0.23,Allergens: Milk,1,0,0,0,0,2,Neutral
Digestive Oats Choc - Gullón - 425 g,chocolates,7.6,61.0,22.0,2.2,6.5,1.0,"Allergens: Gluten, Soybeans, es:avena",0,0,1,1,0,2,Neutral
Caobel - Aiguebelle,chocolates,13.0,26.0,46.0,22.0,9.592805687203793,2.62,"Allergens: Gluten, Soybeans, es:avena",0,0,1,1,0,2,Neutral
Chocolate Negro - Dark Excelente - 100 g,chocolates,14.52,60.0,59.0,29.935,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Le Choco - Nestlé - 500 g,chocolates,6.8,70.4,65.8,4.2,9.1,0.12,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Hazelnut Spread with Cocoa - Ferrero - 400 g,chocolates,6.3,57.5,56.3,10.6,9.592805687203793,0.108,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Coco specialty - Confetteria Raffaello - 150 g,chocolates,7.4,38.6,33.6,29.5,9.592805687203793,0.267,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Nutella - Ferrero - 900 g,chocolates,6.3,57.5,56.3,10.6,9.592805687203793,0.17,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Tagger - Bimo - 22g,chocolates,14.52,18.0,57.0,27.0,20.232014218009482,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Muesli avoine chocolat bio - Bjorg - 375 g,chocolates,14.52,2.0,51.0,23.0,20.232014218009482,2.62,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Crema de chocolate - LU - 300 g,chocolates,6.2,71.0,32.0,5.6,3.1,0.49,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Kinder Bueno White - FERRERO SCANDINAVIA AB - 39 g,chocolates,8.5,53.0,5.4,16.8,9.592805687203793,0.33,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Nesquik - Nestlé - 300 g,chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
"Nestlé - Chocapic Cereal Organic, 375g (13.3oz) - 375 g",chocolates,8.8,72.3,22.5,1.6,7.9,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chocapic Cereals - Nestlé - 430 g,chocolates,8.8,73.6,22.4,2.0,7.5,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Véritable Petit Écolier Chocolat au Lait - LU - 150 g (12x 12.5 g) e,chocolates,6.2,65.0,39.0,14.0,2.8,0.63,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Pâte à tartiner - Nutella - 220 g,chocolates,6.3,57.5,56.3,10.6,9.592805687203793,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g - General Mills France - 150 g ℮",chocolates,9.5,50.0,23.3,8.8,10.1,0.93,"Allergens: Gluten, Milk, Nuts, Peanuts, Soybeans",1,1,1,1,0,2,Neutral
Grand Arôme 32% de Cacao - Poulain - 450 g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Nuts, Peanuts, Soybeans",1,1,1,1,0,2,Neutral
Dark Chocolate - Fin Carré - 100 g,chocolates,5.4,49.6,47.1,19.1,8.5,0.01,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Toblerone - Mondeléz - 100 g,chocolates,5.6,61.0,60.0,17.0,2.4,0.12,"Allergens: Eggs, Milk, Nuts, Soybeans",1,1,1,0,1,3,Harmful
Organic Milk Chocolate - Green & Black's - 90 g,chocolates,9.8,48.0,46.0,22.0,2.8,0.22,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
NESTLE CHOCAPIC Céréales 375g - 375 g,chocolates,8.9,73.6,22.4,1.3,7.7,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Tonik - Bimo - 121 g,chocolates,4.8,70.0,39.0,11.0,1.0,0.1,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolat noir dégustation aux éclats de framboise (70% cacao) - J.D. GROSS - 125 g,chocolates,8.0,36.2,29.0,23.6,9.592805687203793,0.03,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Ferrero Rocher - 375g,chocolates,8.0,44.0,39.0,14.0,9.592805687203793,0.153,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Schokolade 85% Edelbitter mild - Lindt - 100g,chocolates,8.9,19.0,14.0,29.935,9.592805687203793,0.03,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Dessert gourmand choco - Jaouda,chocolates,3.6,19.1,33.3608,15.789224398931433,9.592805687203793,2.62,Allergens: Milk,1,0,0,0,0,3,Harmful
Bimo - 41g,chocolates,7.0,1.0,40.0,29.935,20.232014218009482,2.62,"Allergens: Gluten, Soybeans",0,0,1,1,0,3,Harmful
Oreo - Original - Mondelez - 154 g,chocolates,5.6,67.0,35.0,5.4,2.9,2.62,"Allergens: Gluten, Soybeans",0,0,1,1,0,3,Harmful
Benco Original - 400g,chocolates,0.077,38.1,37.1,0.667,3.19,0.105,Allergens: Gluten,0,0,0,1,0,3,Harmful
Chocao energie,chocolates,6.1,86.1,33.3608,15.789224398931433,9.592805687203793,2.62,Allergens: Gluten,0,0,0,1,0,3,Harmful
"Crunchy Oats and Dark chocolate, 2 Barres de 21 g - Nature Valley - 42 gram",chocolates,7.14,69.0,28.6,3.57,7.14,0.802,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Hot Chocolate Powder - Cadbury - 500 g,chocolates,10.0,76.0,73.0,3.4,9.3,0.02,Allergens: Soybeans,0,0,1,0,0,2,Neutral
High Protein Drink Chocolate Flavour - Milbona - 350 ml,chocolates,10.6,5.3,5.2,0.3,9.592805687203793,0.225,Allergens: Milk,1,0,0,0,0,1,Beneficial
Cacao - Kinder - 39 g,chocolates,5.5,56.8,41.0,13.1,9.592805687203793,0.26,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
chocolat en poudre - Poulain - 450 g,chocolates,4.0,8.7,8.1,1.2,1.2,0.11,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
Chip Choco zero sin azúcares - Gullón - 125 g,chocolates,5.9,63.0,0.5,2.0,4.0,0.58,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Cocoa Powder - Green & Blacks - 125 g,chocolates,14.52,19.0,0.8,13.0,20.232014218009482,0.05,"Allergens: Gluten, Soybeans",0,0,1,1,0,1,Beneficial
Gocciole chocolate - Pavesi - 500g,chocolates,6.5,64.0,22.0,6.2,4.1,0.53,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
85% Cocoa - Dark Chocolate - Moser Roth - 125 g,chocolates,10.8,21.8,13.2,29.935,13.2,0.38,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Cacao puro desgrasado en polvo - Chocolates Valor - 265 g,chocolates,14.52,16.3,0.7,10.2,20.232014218009482,0.03,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Kinder Cards - FERRERO SCANDINAVIA AB - 128 g,chocolates,11.5,55.9,42.9,13.5,9.592805687203793,0.445,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Petites Madeleines pépites chocolat - St Michel - 400 g,chocolates,5.5,56.0,30.0,3.5,1.2,0.76,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
single origin milk chocolate - Marks & Spencer - 100g,chocolates,8.4,37.9,37.2,29.1,9.592805687203793,0.25,Allergens: Milk,1,0,0,0,0,2,Neutral
Petit Cookies Pépites de chocolat - Bonne Maman - 250g,chocolates,7.3,60.0,35.0,17.0,3.6,0.44,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Kinder Bueno - 43g,chocolates,8.6,49.5,41.2,17.3,9.592805687203793,0.272,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Chocolat Noisette - Jardin bio - 350 g,chocolates,6.2,55.0,52.0,5.6,3.3,0.06,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
carrefour bio noir - puur - 100 g,chocolates,9.6,32.0,27.0,26.0,12.0,0.03,Allergens: None,0,0,0,0,0,2,Neutral
Belgian Dark Chocolate Rice Cake Thins imp - Kallø - 90g,chocolates,14.52,11.0,78.0,29.935,9.592805687203793,2.62,Allergens: None,0,0,0,0,0,2,Neutral
Absolute black dark chocolate - Montezuma's - 90 g,chocolates,13.0,8.0,3.0,29.935,17.0,0.02,Allergens: None,0,0,0,0,0,1,Beneficial
Granola chocolat - Bjorg - 350 g,chocolates,10.0,62.0,12.0,3.1,7.5,0.01,Allergens: None,0,0,0,0,0,1,Beneficial
Nutella Plant-Based - 350 g,chocolates,6.8,53.4,45.4,11.0,9.592805687203793,0.07,"Allergens: Nuts, Soybeans",0,1,1,0,0,2,Neutral
Dark Chocolate Chip Oat Biscuits - Nairn's - 200 g,chocolates,8.1,63.8,19.0,7.7,6.7,0.775,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
chocolat au lait noisettes entières - Côte d'Or - 180g,chocolates,9.3,45.0,43.0,14.0,5.1,0.18,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Crousti' Avoine Chocolat - Bjorg - 500 g,chocolates,10.0,60.0,14.0,4.4,9.5,0.1,Allergens: Gluten,0,0,0,1,0,1,Beneficial
Grand Arôme 32% de Cacao - Poulain - 800 g,chocolates,3.7,9.8,9.5,1.1,0.8,0.11,Allergens: Gluten,0,0,0,1,0,2,Neutral
Peru Dark Chocolate - tesco - 100g,chocolates,10.0,20.0,13.0,29.935,13.0,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
merci Finest Selection Assorted Chocolates - Storck - 250g,chocolates,7.8,49.9,48.0,19.9,9.592805687203793,0.168,"Allergens: Eggs, Milk, Nuts, Peanuts, Soybeans, Milk, Milk",1,1,1,0,1,2,Neutral
Noir 70% Intense - Côte d'Or - 100 g,chocolates,7.1,32.0,28.0,29.0,11.0,0.02,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Milka wholenut,chocolates,8.1,49.0,47.0,15.0,9.592805687203793,0.3,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
B'ono Wafer - Excelo - ja,chocolates,6.4,51.5,29.5,15.0,9.592805687203793,0.03,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
"Bâtonnets de céréales fourrés (47,5 %) au chocolat - Cracotte Chocolat - LU - 200 g",chocolates,7.51,66.1,30.0,5.11,4.8,0.263,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
L'Original - Cacao en poudre non sucré - Van houten - 250 g,chocolates,14.52,11.0,0.9,13.0,20.232014218009482,0.08,Allergens: Peanuts,0,1,0,0,0,1,Beneficial
Dark Chocolate Nuts & Sea Salt Bars - KIND - 3 x 30g = 90g,chocolates,14.52,24.0,17.0,7.6,13.0,0.75,"Allergens: Nuts, Peanuts, Soybeans",0,1,1,0,0,1,Beneficial
Noir intense dessert 70% - Lindt - 200 g,chocolates,9.0,36.0,30.0,22.0,9.592805687203793,0.3,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Original aux noisettes - Ferrero Rocher - 90 g,chocolates,6.11,46.1,45.6,21.7,9.592805687203793,0.0,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Snickers unitario morat caja 41 - Snikers - 50g,chocolates,8.7,60.0,51.0,7.6,9.592805687203793,0.512,"Allergens: Eggs, Milk, Nuts, Peanuts, Soybeans",1,1,1,0,1,2,Neutral
Banania Original - Cocoa Cereals With Hint Of Banana & Honey - 400 g,chocolates,5.6,79.0,69.0,1.4,6.7,0.06,Allergens: Gluten,0,0,0,1,0,2,Neutral
Twix Twin - Mars Wrigley - 50g,chocolates,4.4,64.0,49.2,14.0,1.6,0.4,"Allergens: Gluten, Milk, Soybeans, Soybeans",1,0,1,1,0,3,Harmful
Oreo,chocolates,5.44,51.8,34.2,17.4,2.63,0.877,"Allergens: Gluten, Soybeans",0,0,1,1,0,3,Harmful
Granola Sante Czekoladowa - nutrition-sante - 350 g,chocolates,9.091,72.727,21.818,3.636,7.273,0.545,"Allergens: Gluten, Soybeans, fr:avoine",0,0,1,1,0,2,Neutral
"Muesli con quinoa, chía y chocolate negro - Hacendado - 400 g",chocolates,9.8,60.0,18.0,4.3,10.0,0.11,"Allergens: Gluten, Nuts",0,1,0,1,0,1,Beneficial
Hazelnut Chocolate Spread - Bonne Maman - 250g,chocolates,6.7,53.0,51.0,1.0,3.3,0.098,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Nuss-Nougat-Creme - Choco Nussa - 400 g,chocolates,3.7,57.3,56.1,6.4,9.592805687203793,0.003,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Excellence Noir Orange Intense Aux amandes effilées - Lindt - 100 g,chocolates,7.0,51.0,46.0,17.0,9.592805687203793,0.08,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
"Kinder - Delice x10, 390g (13.8oz) - Euro",chocolates,5.5,58.8,41.0,13.1,9.592805687203793,0.262,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
Fourrés chocolat lait noisettes - Bjorg - 225 g,chocolates,8.0,64.0,28.0,7.6,4.0,0.56,"Allergens: Gluten, Milk, Nuts",1,1,0,1,0,3,Harmful
"Galettes de Riz au Chocolat Noir BIO - Sondey - 100 g (6 x 16,6 g)",chocolates,6.6,61.0,28.0,13.0,9.592805687203793,0.0,"Allergens: Sesame seeds, Soybeans",0,0,1,0,0,2,Neutral
Chocolate - Kinder - 50 g,chocolates,8.7,53.5,53.5,22.6,9.592805687203793,0.308,"Allergens: Milk, Soybeans, Palm",1,0,1,0,0,2,Neutral
Grand Arôme moins de sucre - Poulain - 400 g,chocolates,3.9,8.9,8.4,1.1,1.1,0.11,"Allergens: Milk, Soybeans, Palm",1,0,1,0,0,2,Neutral
Nusskracher Voll-Nuss - Fin Carré - 100 g,chocolates,9.0,45.1,40.2,15.5,4.2,0.21,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Milk Chocolate - Tony's Chocolonely - 180g,chocolates,7.7,51.9,50.7,20.0,9.592805687203793,0.2,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Noir 86% Extra intense - Côte d'Or - 100 g,chocolates,8.5,18.0,13.0,29.935,13.0,0.02,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Nutella - Ferrero - 450g,chocolates,6.3,57.5,56.3,10.6,3.4,0.107,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Break Chocolate Fingers - 31 g,chocolates,9.2,57.6,41.0,0.0,2.8,0.255,"Allergens: Gluten, Milk, Soybeans, Milk",1,0,1,1,0,2,Neutral
Nutella - Ferrero - 950unknown,chocolates,2.0,11.0,20.0,29.935,20.232014218009482,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Tchicolata -  - 900g,chocolates,14.52,68.0,78.0,29.935,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Knusper Müsli Schoko - Crownfield - 500 g,chocolates,10.9,59.8,13.7,5.8,9.1,0.41,"Allergens: Gluten, Milk, de:dinkelweizenmehl",1,0,0,1,0,1,Beneficial
Extrem NOUGHAT & CHOCOLATE - Excelo,chocolates,6.0,68.8,40.3,7.8,20.232014218009482,0.17,"Allergens: Gluten, Milk, de:dinkelweizenmehl",1,0,0,1,0,2,Neutral
Dark chocolate 75% - Marks & Spencer - 100g,chocolates,14.52,16.0,17.0,16.0,20.0,2.62,"Allergens: Gluten, Milk, de:dinkelweizenmehl",1,0,0,1,0,1,Beneficial
Gallette di riso - Cioccolato al latte - Sondey - 100 g e,chocolates,7.4,61.0,30.0,14.0,9.592805687203793,0.038,"Allergens: Milk, Sesame seeds, Soybeans",1,0,1,0,0,2,Neutral
Crunchy -,chocolates,4.7,48.6,34.3,16.5,9.592805687203793,0.25,"Allergens: Milk, Sesame seeds, Soybeans",1,0,1,0,0,2,Neutral
chocapic - Nestlé - 1000 g,chocolates,8.9,73.6,22.4,1.3,7.7,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
NESTLE CHOCAPIC Céréales 750g - 750 g,chocolates,8.8,73.6,22.4,2.0,7.5,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Ferrero - Nutella Biscuits - 166 g,chocolates,7.9,64.0,35.8,11.5,9.592805687203793,0.559,"Allergens: Gluten, Milk, Nuts, Soybeans, fr:gs1-t4078-ml",1,1,1,1,0,2,Neutral
FUEL10K Protein Boosted Chunky Chocolate Granola imp - Fuel - 400 g,chocolates,14.52,60.4,17.5,2.8,6.4,0.03,Allergens: Gluten,0,0,0,1,0,1,Beneficial
Crema Al Cacao - Hacendado - 500 g,chocolates,4.4,56.0,33.3608,15.789224398931433,2.9,0.128,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Chocolate For Change Single Origin 85% Cocoa Dark Chocolate - Coop - 100 g,chocolates,8.8,26.0,17.0,29.935,10.0,0.01,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Madagascan Dark Chocolate - Sainsburys Taste the Difference - 100g,chocolates,9.4,30.6,19.9,27.7,10.8,0.09,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Pim's - Raspberry - Lu - 150 g,chocolates,3.4,65.0,48.0,5.8,2.8,0.45,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Huel Ready-To-Drink - Chocolate - 1 Bottle,chocolates,4.0,6.5,0.6,29.935,1.6,0.18,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Chocolate 85% - mercadona - 100.g.,chocolates,12.0,20.0,14.0,29.935,14.0,0.03,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,1,Beneficial
"Milk Chocolate - Fin Carré - 100 g (24 x 4,16 g)",chocolates,7.0,57.7,56.3,18.4,1.9,0.925,"Allergens: Gluten, Milk, Nuts, Peanuts, Soybeans",1,1,1,1,0,3,Harmful
Dunkle Schokolade mit ganzen Haselnüssen - Fin Carré - 100 g,chocolates,8.6,34.4,30.0,17.9,8.0,0.01,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
M&M's peanut - Mars Wrigley - 330 g,chocolates,9.8,60.0,53.0,11.0,9.592805687203793,0.11,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,2,Neutral
Cake & Choc - Milka - 175 g,chocolates,5.4,56.5,31.0,4.1,1.5,0.6,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Cookies chocolate Chip - Lidl - 225g,chocolates,7.0,58.0,32.0,14.0,4.1,0.78,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,3,Harmful
Florbú,chocolates,6.7,67.0,2.5,5.1,5.0,0.7,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,2,Neutral
High Protein Mousse lidl - Milbona - 175 gram,chocolates,10.0,3.83,3.43,0.571,1.31,0.8,Allergens: Milk,1,0,0,0,0,2,Neutral
Madagascar Dark Chocolate - J.D.Gross - 100 g,chocolates,10.0,46.7,26.7,23.3,10.0,0.0,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Pâte à tartiner cacao noisettes bio - LIDL - 350 g,chocolates,6.4,59.0,57.6,4.0,9.592805687203793,0.12,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Pâte à tartiner Noir cacaopasta imp - Jardin bio - 350 g,chocolates,7.1,41.0,34.0,6.1,9.5,0.04,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Véritable Petit écolier Pocket Chocolat au Lait - LU - 250g (10 x 25g),chocolates,6.5,65.0,40.0,15.0,2.6,0.64,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
6111259344051,chocolates,2.7,30.0,54.8,15.789224398931433,9.592805687203793,0.04,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolat noir Noisettes entières - fin carre - 200 g,chocolates,8.3,40.4,36.8,15.5,7.5,0.01,"Allergens: Eggs, Gluten, Milk, Nuts",1,1,0,1,1,2,Neutral
Müsli oat biscuits - Emco - 60g,chocolates,9.5,61.0,21.0,4.3,5.9,0.06,Allergens: Gluten,0,0,0,1,0,2,Neutral
"LU - Grany Chocolate 5 Cereals Bar x6, 125g (4.5oz) - 125 g",chocolates,5.4,65.0,24.0,7.6,4.4,0.68,"Allergens: Gluten, Nuts, Soybeans",0,1,1,1,0,3,Harmful
Choco Wafer - Milka - 180 g (6 x 30 g),chocolates,6.7,56.0,43.0,18.0,2.8,0.28,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolat noir Bio 70% - Côte d'Or - 90 g,chocolates,9.1,36.0,29.0,25.0,10.0,0.08,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Mousse au chocolat vegetal au lait de coco - Andros - 220 g,chocolates,2.2,19.3,16.2,5.3,9.592805687203793,0.22,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Dark chocolate - Moser Roth - 25g,chocolates,9.3,39.1,25.7,24.5,8.5,0.03,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Milk Single Origin Chocolate - Waitrose - 100g,chocolates,8.0,39.0,34.7,28.5,3.4,0.17,Allergens: Milk,1,0,0,0,0,3,Harmful
Extrem Nougat & Caramel - Excelo,chocolates,14.52,3.0,1.0,29.935,20.232014218009482,2.62,"Allergens: Eggs, Milk, Soybeans",1,0,1,0,1,1,Beneficial
